10.3143203=-10.890097
43.0781938=-0.8482843
48.3059078=14.286198
31.15305035=112.88064226239663
42.6384261=12.674297
10.3143203=-10.890097
43.0781938=-0.8482843
48.3059078=14.286198
30.4065868=-87.6835974
